match_id,team_gold_100,team_gold_200,team_damage_100,team_damage_200,team_vision_100,team_vision_200,team_kills_100,team_kills_200,team_deaths_100,team_deaths_200,team_assists_100,team_assists_200,win,champion_100_1,champion_100_2,champion_100_3,champion_100_4,champion_100_5,champion_200_1,champion_200_2,champion_200_3,champion_200_4,champion_200_5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,107.0,7.0,21.0,3.0,897.0,163.0,18.0,81.0,89.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,91.0,103.0,145.0,12.0,221.0,107.0,234.0,517.0,526.0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,876.0,42.0,145.0,526.0,85.0,107.0,234.0,221.0,78.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,107.0,7.0,21.0,201.0,36.0,80.0,61.0,81.0,111.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,107.0,517.0,221.0,117.0,68.0,104.0,80.0,51.0,201.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,76.0,42.0,111.0,119.0,145.0,107.0,103.0,36.0,526.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,107.0,18.0,221.0,43.0,58.0,876.0,236.0,81.0,235.0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,58,60.0,80.0,145.0,555.0,897.0,76.0,246.0,119.0,89.0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,266,79.0,42.0,81.0,147.0,114.0,136.0,64.0,18.0,111.0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,76.0,20.0,221.0,12.0,23.0,154.0,7.0,81.0,89.0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,76.0,85.0,202.0,89.0,68.0,203.0,69.0,81.0,201.0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,107,427.0,51.0,63.0,429.0,85.0,897.0,266.0,111.0,875.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,145.0,62.0,40.0,111.0,43.0,80.0,221.0,44.0,9.0
